FTno_State,Fuel_Name,FTno_FDR,Fuel_FDR,FBM,FHS_s,FHS_ns,FHS_el,FHS_b,FL_s,FL_ns,FL_el,FL_b,FL_o,FL_total,FI_s,FI_ns,FI_el,FI_b,FI_o,FI_total,Fk_s,Fk_ns,Fk_el,Fk_b,Fk_o,Fk_total,H_ns,H_el,H_o,Hk_ns,Cov_o,WF_Sav,WF_Heath,WRF_For,Spotting,Prod_BG,OFHR,WSF,FHR_s,FHR_el,FHR_b
6101,Jarrah North East,100,Forest,Vesta,3,3,2,3,11,3,2,5,4.5,22,1,0.5,0,0,0,1,0.2,0.15,0.2,0.1,1,0.2,20,0.5,30,0.3,,,,3,1,,5,0,,,
6102,Jarrah North West,100,Forest,Vesta,3.5,3,2.5,3,11,3,2.5,5,4.5,24.5,2,0.5,0,0,0,2.5,0.25,0.15,0.2,0.1,1,0.2,25,0.5,30,0.3,,,,3,1,,5,0,,,
6103,Jarrah South,100,Forest,Vesta,3.5,3,3,3,11,4,3,5,4.5,26,2,0.75,0,0,0,2.75,0.35,0.2,0.2,0.1,1,0.2,30,1.8,30,0.3,,,,3.5,1,,5,0,,,
6104,Jarrah-Karri Mosaic,150,Wet_forest,Vesta,4,3,3.5,3,11,3.5,4,5,8,32.5,2,0.75,0,0,0,2.75,0.15,0.2,0.15,0.1,1,0.2,35,2,60,0.3,,,,3.5,1,,5,1,,,
6105,Open forest,100,Forest,Vesta,2.7,2.7,1.8,2.7,10.8,2.7,1.8,4.5,4.5,20,0.9,0.5,0,0,0,0.9,0.2,0.15,0.2,0.1,1,0.1,20,0.5,20,0.3,,,,3,0,,4,0,,,
6106,Melaleuca Open forest,100,Forest,Vesta,2.7,2.7,1.8,2.7,10.8,2.7,1.8,4.5,4.5,20,0.9,0.5,0,0,0,0.9,0.2,0.15,0.2,0.1,1,0.1,20,0.5,20,0.3,,,,3,0,,4,0,,,
6111,Banksia woodland,600,Heath,Heathland,,,,,,,,,,15,,,,,,0.7,,,,,,0.1,,1,,,10,,0.35,,,,2,0,,,
6112,Woodland with shrub,100,Forest,Vesta,1.7,0.9,1,1.1,6,1.5,1,2.5,4.5,11,0.5,0.25,0,0,0,0.5,0.2,0.15,0.2,0.1,1,0.2,20,1.6,13,0.3,,,,2.5,0,,2,0,,,
6150,Plantation from ALUM,100,Forest,Vesta,2.5,1,1,3,11,2.5,1,2,4.5,22,,,,,,,0.3,0.2,0.2,0.1,0.3,0.2,20,1.5,20,0.3,,,,5,1,,4,0,,,
6201,Pinus,200,Pine,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,
6301,hOFM Open Forest with Mixed grasses,300,Woodland,Savanna,,,,,,,,,,7.76,,,,,,,,,,,,0.7,,,,,,0.5,,,,,4,0,,,
6302,hWMi Woodland with Mixed grasses ,300,Woodland,Savanna,,,,,,,,,,6.23,,,,,,,,,,,,1,,,,,,0.5,,,,,4,0,,,
6303,lWTu Woodland with Tussock grass,300,Woodland,Savanna,,,,,,,,,,7.02,,,,,,,,,,,,0.6,,,,,,0.5,,,,,2,0,,,
6304,lWMi Woodland with Mixed grasses,300,Woodland,Savanna,,,,,,,,,,3.26,,,,,,,,,,,,1,,,,,,0.5,,,,,4,0,,,
6305,lOWM Open Woodland with Mixed grasses,300,Woodland,Savanna,,,,,,,,,,4.19,,,,,,,,,,,,1,,,,,,0.6,,,,,4,0,,,
6306,Woodland with tussock grass,300,Woodland,Savanna,,,,,,,,,,7.02,,,,,,,,,,,,0.6,,,,,,0.5,,,,,2,0,,,
6307,Open woodland with tussock grass,300,Woodland,Savanna,,,,,,,,,,7.02,,,,,,,,,,,,0.6,,,,,,0.6,,,,,2,0,,,
6308,Pindan woodland,300,Woodland,Savanna,,,,,,,,,,7.02,,,,,,,,,,,,0.6,,,,,,0.5,,,,,4,0,,,
6311,Arid woodland,310,Acacia_woodland,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,0,,,
6312,Woodland with chenopod,310,Acacia_woodland,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,0,,,
6313,Arid shrubland,310,Acacia_woodland,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,2,0,,,
6314,Shrubland with chenopod,310,Acacia_woodland,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,2,0,,,
6350,Woody horticulture  from ALUM,350,Woody_horticulture,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,0,,,
6360,Rural  from ALUM,360,Rural,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,0,,,
6361,Low Density Buildings,360,Rural,Savanna,,,,,,,,,,1.5,,,,,,,,,,,,1,,,,,,0.5,,,,,1,0,,,
6370,Urban from ALUM,370,Urban,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1,0,,,
6371,Medium Density Buildings,370,Urban,Savanna,,,,,,,,,,0.5,,,,,,,,,,,,1,,,,,,0.5,,,,,1,0,,,
6401,hSHH Shrubland with Hummock grass,400,Spinifex,Spinifex,,,,,,,,,,13.34,,,,,,,,,,,,,,,,,,1,,,,3,2,0,,,
6402,lSHH Shrubland with Hummock grass,400,Spinifex,Spinifex,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,1,,,,2,2,0,,,
6403,Triodia hummock grassland,400,Spinifex,Spinifex,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,1,,,,1,2,0,,,
6451,hWHu Woodland with Hummock grass,450,Spinifex_woodland,Spinifex,,,,,,,,,,7.38,,,,,,,,,,,,,,,,,,0.5,,,,3,2,0,,,
6452,lWHu Woodland with Hummock grass,450,Spinifex_woodland,Spinifex,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,0.5,,,,2,2,0,,,
6453,Spinifex woodland (arid),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,0.5,,,,1,2,0,,,
6454,Spinifex shrubland (arid),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,0.6,,,,1,2,0,,,
6455,Spinifex woodland (low rainfall),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,0.5,,,,2,2,0,,,
6456,Spinifex shrubland (low rainfall),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,0.6,,,,2,2,0,,,
6501,Mallee Heath,500,Mallee,Mallee heath,,,,,6.64,0,9.78,0,0,13.31,0,0,0,0,0,0,0.064,1,0.22,1,1,0.25,,1.8,4,,35,,,,,,5,0,,,
6551,Chenopod,550,Chenopod_shrubland,Grassland,,,,,,,,,,2,,,,,,0,,,,,,0.25,,0.5,,,,,,,,,1,0,,,
6601,Heath,600,Heath,Heathland,,,,,4.1,,3.13,,,6.09,,,,,,0,0.1,,0.68,,,0.27,,1.2,,,,,0.67,,,,5,0,,,
6602,Closed shrubland,600,Heath,Heathland,,,,,,,,,,10,,,,,,0,,,,,,0.05,,2,,,,,0.67,,,,5,0,,,
6603,Shrubland,600,Heath,Heathland,,,,,,,,,,10,,,,,,0,,,,,,0.05,,2,,,,,0.67,,,,5,0,,,
6604,Open shrubland,600,Heath,Heathland,,,,,,,,,,10,,,,,,0,,,,,,0.05,,2,,,,,0.67,,,,4,0,,,
6605,Sparse shrubland,600,Heath,Heathland,,,,,,,,,,10,,,,,,0,,,,,,0.05,,2,,,,,0.67,,,,2,0,,,
6751,Sedgeland,750,Low_wetland,Grassland,,,,,,,,,,4.5,,,,,,2,,,,,,1,,,,,,,,,,,3,0,,,
6752,Forbland,750,Low_wetland,Grassland,,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,1,0,,,
6801,Tussock grassland northern,800,Grass,Grassland,,,,,,,,,,6,,,,,,2,,,,,,1,,,,,,,,,,,2,0,,,
6802,Tussock grassland southern,800,Grass,Grassland,,,,,,,,,,4.5,,,,,,2,,,,,,1,,,,,,,,,,,2,0,,,
6803,Open Grassland,800,Grass,Grassland,,,,,,,,,,4.5,,,,,,2,,,,,,1,,,,,,,,,,,2,0,,,
6810,Pasture from ALUM,810,Pasture,Grassland,,,,,,,,,,3,,,,,,3,,,,,,1,,,,,,,,,,,1,0,,,
6820,Crop from ALUM,820,Crop,Grassland,,,,,,,,,,5,,,,,,5,,,,,,1,,,,,,,,,,,2,0,,,
6830,Horticulture from ALUM,830,Horticulture,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
6900,Non combustible from ALUM,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
6901,No fuel,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
6902,Mangrove,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
6903,Water,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
6950,Built up from ALUM,950,Built_up,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
6951,High Density Buildings,950,Built_up,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
8151,Monsoon forest,150,Wet_forest,Vesta,1.62,1.39,2.88,2.05,3.8,0,0,0,4.5,3.8,0.3,0,0,0.2,0,0.5,0.67,0.67,0.25,1.65,0.3,0.67,25,1.5,20,0.3,,,,5,0,,3,0,,,
8154,Melaleuca forest,150,Wet_forest,Vesta,2,3,,,10,0,0,0,4.5,10,2,0,0,0,0,2,0.4,0,0,0,0.3,0.4,25,1.5,20,0.3,,,,4,0,,2,0,,,
8301,hOFM Eucalypt Open Forest mixed grass,300,Woodland,Savanna,,,,,,,,,,7.76,,,,,,0,,,,,,0.6,,,,,,0.5,,,,,4,0,,,
8302,hWMi Eucalypt Woodland mixed grass,300,Woodland,Savanna,,,,,,,,,,6.23,,,,,,0,,,,,,1.8,,,,,,0.5,,,,,4,0,,,
8303,lWMi Woodland with mixed grass,300,Woodland,Savanna,,,,,,,,,,3.26,,,,,,0,,,,,,1.21,,,,,,0.5,,,,,4,0,,,
8304,lWTu Woodland with tussock grass,300,Woodland,Savanna,,,,,,,,,,7.3,,,,,,0,,,,,,0.54,,,,,,0.5,,,,,2,0,,,
8305,lOWM Open woodland with mixed grass,300,Woodland,Savanna,,,,,,,,,,4.2,,,,,,0,,,,,,1.23,,,,,,0.6,,,,,4,0,,,
8306,Eucalyptus open forest,300,Woodland,Savanna,,,,,,,,,,7.76,,,,,,0,,,,,,0.6,,,,,,0.5,,,,,4,0,,,
8307,Eucalyptus woodland,300,Woodland,Savanna,,,,,,,,,,3.26,,,,,,0,,,,,,1.21,,,,,,0.5,,,,,4,0,,,
8308,Eucalyptus open woodland,300,Woodland,Savanna,,,,,,,,,,4.2,,,,,,0,,,,,,1.23,,,,,,0.5,,,,,4,0,,,
8311,Lancewood,310,Acacia_woodland,Savanna,,,,,,,,,,2,,,,,,0,,,,,,1,,,,,,0.5,,,,,4,0,,,
8313,Acacia open woodland,310,Acacia_woodland,Savanna,,,,,,,,,,2,,,,,,0,,,,,,1,,,,,,0.6,,,,,5,0,,,
8314,Acacia shrubland,310,Acacia_woodland,Savanna,,,,,,,,,,2,,,,,,0,,,,,,1,,,,,,0.7,,,,,5,0,,,
8321,Melaleuca woodland,300,Woodland,Savanna,,,,,,,,,,3.26,,,,,,0,,,,,,1.21,,,,,,0.5,,,,,4,0,,,
8322,Melaleuca open woodland,300,Woodland,Savanna,,,,,,,,,,4.2,,,,,,0,,,,,,1.23,,,,,,0.6,,,,,4,0,,,
8324,Other woodland,300,Woodland,Savanna,,,,,,,,,,3.26,,,,,,0,,,,,,1.21,,,,,,0.5,,,,,4,0,,,
8325,Other open woodland,300,Woodland,Savanna,,,,,,,,,,4.2,,,,,,0,,,,,,1.23,,,,,,0.6,,,,,4,0,,,
8330,Woodland with gamba (Dominant),330,Gamba,Savanna,,,,,,,,,,20,,,,,,2,,,,,,1,,,,,,0.5,,,,,5,0,,,
8331,Woodland with gamba (Abundant),330,Gamba,Savanna,,,,,,,,,,12,,,,,,2,,,,,,1,,,,,,0.5,,,,,5,0,,,
8332,Woodland with gamba (Present),330,Gamba,Savanna,,,,,,,,,,7,,,,,,2,,,,,,1,,,,,,0.5,,,,,4,0,,,
8350,Woody horticulture,350,Woody_horticulture,Savanna,,,,,,,,,,1.6,,,,,,1,,,,,,1,,,,,,0.5,,,0,,2,0,,,
8360,Rural,360,Rural,Savanna,,,,,,,,,,3.2,,,,,,1,,,,,,1,,,,,,0.5,,,,,2,0,,,
8370,Urban,370,Urban,Savanna,,,,,,,,,,1.1,,,,,,1,,,,,,1,,,,,,0.5,,,,,1,0,,,
8401,hSHH Sandstone Heath with Hummock Grass,400,Spinifex,Spinifex,,,,,,,,,,13.34,,,,,,,,,,,,,,,,,,1,,,,3,2,0,,,
8402,lSHH Shrubland heath with hummock grass,400,Spinifex,Spinifex,,,,,,,,,,5.32,,,,,,,,,,,,,,,,,,1,,,,2,2,0,,,
8403,Triodia hummock grassland,400,Spinifex,Spinifex,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,1,,,,1,2,0,,,
8404,Spinifex shrubland,400,Spinifex,Spinifex,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,1,,,,1,2,0,,,
8451,hWHu Sandstone Woodland with hummock grass,450,Spinifex_woodland,Spinifex,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,0.5,,,,3,2,0,,,
8452,lWHu Woodland with hummock grass,450,Spinifex_woodland,Spinifex,,,,,,,,,,6.61,,,,,,,,,,,,,,,,,,0.5,,,,2,2,0,,,
8454,Spinifex open woodland (arid),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,0.6,,,,1,4,0,,,
8455,Spinifex woodland (arid),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,0.5,,,,1,4,0,,,
8456,Spinifex open woodland (low CFI),450,Spinifex_woodland,Spinifex,,,,,,,,,,6.61,,,,,,,,,,,,,,,,,,0.6,,,,2,4,0,,,
8457,Spinifex woodland (low CFI),450,Spinifex_woodland,Spinifex,,,,,,,,,,6.61,,,,,,,,,,,,,,,,,,0.5,,,,2,4,0,,,
8458,Spinifex open woodland (high CFI),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,0.6,,,,3,4,0,,,
8459,Spinifex woodland (high CFI),450,Spinifex_woodland,Spinifex,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,0.5,,,,3,4,0,,,
8551,Chenopod shrubland,550,Chenopod_shrubland,Grassland,,,,,,,,,,2,,,,,,0,,,,,,0.69,,,,,,,,,,,1,0,,,
8800,Grass (broad NVIS),800,Grass,Grassland,,,,,,,,,,6.68,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
8801,Tussock grassland,800,Grass,Grassland,,,,,,,,,,5,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
8802,Tussock open grassland,800,Grass,Grassland,,,,,,,,,,3.5,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
8803,Tussock sparse grassland,800,Grass,Grassland,,,,,,,,,,2,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
8804,Oryza tussock grassland,750,Low_wetland,Grassland,,,,,,,,,,6.68,,,,,,0,,,,,,1,,,,,,,,,,,3,0,,,
8805,Xerochloa grassland,750,Low_wetland,Grassland,,,,,,,,,,6.68,,,,,,0,,,,,,1,,,,,,,,,,,3,0,,,
8810,Pasture,810,Pasture,Grassland,,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,1,0,,,
8820,Crop,820,Crop,Grassland,,,,,,,,,,5,,,,,,1,,,,,,1,,,,,,,,,,,2,0,,,
8830,Horticulture,830,Horticulture,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
8900,No fuel,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
8901,Saline wetland,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
8903,No fuel,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
8950,Built Up,950,Built_up,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
5000,No Fuel,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,1,0,,0,0,,,
5001,Woody Native Vegetation,100,Forest,Vesta,3.57,3,3.15,3,11,0,4.1,5,4.5,24.6,0.7,0,0,0,,0.7,0.3,0.3,0.2,0.14,0.3,0.3,25,1.5,20,0.3,,,,3,1,,5,0,,,
5002,Mangrove Vegetation,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,4,0,,1,0,,,
5003,Non-Woody Native Vegetation,800,Grass,Grassland,2,1.71,0,0,5.8,0,0,0,0,5.8,1.2,0,0,0,,1.2,1,1,0,0,,1,,,,,,,,2,0,,2,0,,,
5004,Saltmarsh Vegetation,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,2,0,,1,0,,,
5005,Wetland Vegetation,750,Low_wetland,Grassland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,2,0,,1,0,,,
5006,Natural Low Cover,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,1,0,,1,0,,,
5007,Salt Lake/ Saltpan,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,1,0,,0,0,,,
5008,Dryland Agriculture,820,Crop,Grassland,2,1.71,0,0,5.8,0,0,0,0,5.8,5.8,0,0,0,,5.8,1,1,0,0,,1,,,,,,,,2,0,,2,0,,,
5009,Exotic Vegetation,370,Urban,Savanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,1,,1,0,,1,0,,,
5010,Irrigated Non-Woody,830,Horticulture,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,2,0,,1,0,,,
5011,Orchards/ Vineyards,350,Woody_horticulture,Savanna,0.93,0.8,2.29,0,2.4,0,0.6,0,0,3,0,0,0,0,,0,0.2,0.2,0.24,0,,0.2,,,,,,0.5,,2.5,0,,1,0,,,
5012,Plantation (Softwood),200,Pine,Pine,2.2,1.89,0,2.47,6.6,0,0,3.3,0,9.9,0,0,0,0,,0,0.05,0.05,0,0.15,,0.05,,,,,,,,5,0,,4,0,,,
5013,Plantation (Hardwood),100,Forest,Vesta,2.03,1.74,0,1.03,5.9,0,0,0.4,4.5,10.8,0.4,0,0,0,,0.4,0.15,0.15,1,0.15,0.3,0.15,25,1.5,20,0.3,,,,4,0,,3,0,,,
5014,Urban Area,370,Urban,Savanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,0.5,,4,0,,1,0,,,
5015,Built-up Area,950,Built_up,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,4,0,,1,0,,,
5016,Disturbed Ground / Outcrop,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,1,0,,1,0,,,
5017,Water Unspecified,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,1,0,,0,0,,,
5018,Stringbark Forest & Woodland (Dominant) with Shrubby/Heathy Understroy ,100,Forest,Vesta,4,3,3.5,4,11,0,6,5,4.5,26.5,1.2,0,0.1,0,,1.3,0.3,0.3,0.3,0.14,0.3,0.3,25,1.5,20,0.3,,,,4,1,,5,0,,,
5019,Smooth Bark Eucalypt Forest & Woodland with Shrubby/Heathy Understorey,100,Forest,Vesta,3.57,3,3.15,2.39,11,0,4.1,3,4.5,22.6,0.7,0,0,0,,0.7,0.3,0.3,0.2,0.2,0.3,0.3,25,1.5,20,0.3,,,,3,0,,5,0,,,
5020,Smooth Bark Eucalypt Woodland with Grass Understorey,100,Forest,Vesta,3.65,3,2.88,2.35,11,0,2.1,2.9,4.5,20.5,1,0,0,0,,1,0.5,0.5,0.25,0.25,0.3,0.5,25,1.5,20,0.3,,,,3,0,,5,0,,,
5021,Platy Bark Eucalypt Woodland with Shrubby Understorey,100,Forest,Vesta,3.41,2.92,3.15,2.7,11,0,4.1,4.1,4.5,23.7,0.7,0,0,0,,0.7,0.3,0.3,0.3,0.3,0.3,0.3,25,1.5,20,0.3,,,,3,0,,5,0,,,
5022,Platy Bark Eucalypt Woodland with grassy Understorey,300,Woodland,Savanna,3.46,2.97,2.88,2.7,11,0,2.1,4.1,0,17.2,0.6,0,0,0,,0.6,0.55,0.55,0.3,0.3,,0.55,,,,,,0.5,,3,0,,5,0,,,
5023,River Red Gum woodland - creek line,300,Woodland,Savanna,3.76,3,3.26,2.2,11,0,3.6,2.4,0,17,4.1,0,0.1,0,,4.2,0.3,0.3,0.2,0.2,,0.3,,,,,,0.5,,3,0,,5,0,,,
5024,Gum grassy open woodland (eg red gum tree patches in paddocks),300,Woodland,Savanna,3.41,2.92,2.99,2.2,11,0,2.5,2.4,0,15.9,0.5,0,0,0,,0.5,0.4,0.4,0.1,0.2,,0.4,,,,,,0.5,,3,0,,5,0,,,
5025,Eucalypt over chenopod/saltbush,300,Woodland,Savanna,0.4,0.34,2.53,0.44,1,0,0.9,0.1,0,2,0,0,0.1,0,,0.1,0.36,0.36,0.2,0.25,,0.36,,,,,,0.5,,3,0,,1,0,,,
5026,Spinifex and Hummock Grasses,400,Spinifex,Spinifex,2.95,2.53,0,0,10.9,0,0,0,0,10.9,0.5,0,0,0,,0.5,0.1,0.1,0,0,,0.1,,,,,,1,,2,0,1,3,0,,,
