FTno_State,Fuel_Name,FTno_FDR,Fuel_FDR,FBM,FHS_s,FHS_ns,FHS_el,FHS_b,FL_s,FL_ns,FL_el,FL_b,FL_o,FL_total,FI_s,FI_ns,FI_el,FI_b,FI_o,FI_total,Fk_s,Fk_ns,Fk_el,Fk_b,Fk_o,Fk_total,H_ns,H_el,H_o,Hk_ns,Cov_o,WF_Sav,WF_Heath,WRF_For,Spotting,Prod_BG,OFHR,WSF,FHR_s,FHR_el,FHR_b
1350,Orchard / Vineyard,350,Woody_horticulture,Savanna,0,0,0,0,2.9,0,0,0,0,2.9,0.2,0,0,0,0,0.2,0.8,0.8,0,0,1,0.8,25,,0,25.3,0,0.64,,1.5,0,0,1,,,,
1360,Rural / Remnant woodland,360,Rural,Savanna,3,2.6,2.2,2,10,0,0.5,1.8,4.5,16.8,1,0,0.1,0.3,0,1.4,0.4,0.4,0.2,0.1,1,0.4,25,,0,26.3,20,0.5,,2.5,0,0,3,,,,
1370,Urban,370,Urban,Savanna,0,0,0,0,1.6,0,0,0,1.5,3.1,0,0,0,0,0,0,1,1,0,0,1,1,25,,0,27.3,20,0.5,,2.5,0,0,1,,,,
1451,Dune mallee woodlands,450,Spinifex_woodland,Spinifex,2.8,2.4,2,3,9.1,0,0.4,5,0,14.5,0,0,0,0,0,0,0.1,0.1,0.7,0.15,1,0.1,25,,6,28.3,19,0.64,,1.5,1,0,4,,,,
1501,Sand Plain Mallee Woodlands,500,Mallee,Mallee heath,2.5,2.1,3.4,3,7.8,0,5.5,5,0,18.3,2.6,0,0,0.1,0,2.7,0.25,0.25,0.8,0.3,1,0.25,25,,8,29.3,21,0.64,,1.5,1,0,5,,,,
1551,Chenopod shrublands,550,Chenopod_shrubland,Grassland,0,0,0,0,3.2,0,0,0,0,3.2,0.5,0,0,0,0,0.5,0.2,0.2,0,0,1,0.2,25,,0,30.3,0,,,1.2,0,0,1,,,,
1601,Tall heath,600,Heath,Heathland,0,0,0,0,22.2,1.7,13,0,0,36.9,2.7,0,1.6,0,0,4.3,0.07,0.07,0.15,0,1,0.07,25,1.3,0,31.3,0,,0.67,2,0,0,5,,,,
1602,Short heath,600,Heath,Heathland,0,0,0,0,5.8,0,6,0,0,11.8,2,0,0,0,0,2,0.6,0.6,0.6,0,1,0.6,25,1.3,0,32.3,0,,0.67,1.5,0,0,5,,,,
1603,Montane & Alpine heath,600,Heath,Heathland,0,0,0,0,6.6,0,6,0,0,12.6,1.5,0,0.1,0,0,1.6,0.1,0.1,0.25,0,1,0.1,25,1.3,0,33.3,0,,0.67,1.5,0,0,4,,,,
1604,Alpine fjaeldmarks,600,Heath,Heathland,0,0,0,0,2.6,0,0,0,0,2.6,0.7,0,0,0,0,0.7,0.15,0.15,0,0,1,0.15,25,1.3,0,34.3,0,,0.67,1,0,0,1,,,,
1751,Alpine Herbfields,750,Low_wetland,Grassland,0,0,0,0,5.8,0,0,0,0,5.8,1.2,0,0,0,0,1.2,0.2,0.2,0,0,1,0.2,25,,0,35.3,0,,,1,0,0,2,,,,
1752,Freshwater wetlands,750,Low_wetland,Grassland,0,0,0,0,2.6,0,0,0,0,2.6,0,0,0,0,0,0,0.7,0.7,0,0,1,0.7,25,,0,36.3,0,,,1.2,0,0,1,,,,
1800,Native Grasslands,800,Grass,Grassland,0,0,0,0,5.1,0,0,0,0,5.1,1.5,0,0,0,0,1.5,0.9,0.9,0,0,1,0.9,25,,0,37.3,0,,,1.2,0,0,2,,,,
1810,Pasture Grassland,810,Pasture,Grassland,0,0,0,0,4.5,0,0,0,0,4.5,0,0,0,0,0,0,1,1,0,0,1,1,25,,0,38.3,0,,,1.2,0,0,1,,,,
1820,Crop,820,Crop,Grassland,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,1,25,,0,39.3,0,,,1.2,0,0,2,,,,
1900,Fuel absent (Water / sand / no vegetation),900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,25,,0,40.3,0,,,0,0,0,0,,,,
1901,Saline wetlands,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,25,,8,41.3,57,,,3.5,0,0,1,,,,
1950,Urban Built up,950,Built_up,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,25,,0,42.3,20,0.5,,2.5,0,0,1,,,,
3000,Water - sand - no vegetation,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
3001,Moist Shrubland,650,Wet_heath,Heathland,,,,,5.8,0,6,3.8,,15.6,1.2,0,0.1,0,,1.3,0.25,0,0.2,0.19,,0.25,,1.3,,,,,0.67,2,0,,5,0,,,
3002,Moist Woodland,150,Wet_forest,Vesta,3.5,3,3.5,3,11,0,6,5,8,30,5.8,0,0.1,0.3,8,14.2,0.2,0.2,0.15,0.25,1,0.2,25,1.5,20,0.3,,,,3,1,,5,1,,,
3003,Low flammable Shrubs,550,Chenopod_shrubland,Grassland,,,,,3.2,,,,,3.2,0.5,,,,,0.5,0.2,0,0,0,0,0.2,,,,,,,,,,,2,0,,,
3004,Moist Sedgeland / Grassland,750,Low_wetland,Grassland,,,,,11,,,,,11,0,,,,,0,0.7,0,0,0,,0.7,,,,,,,,,,,3,0,,,
3005,Woodland Heath,100,Forest,Vesta,3.26,2.79,3.74,3,11,0,6,5,4.5,26.5,2.6,0,0.1,0.1,6,8.8,0.15,0.2,0.08,0.1,1,0.15,25,1.5,20,0.3,,,,2.5,1,,5,0,,,
3006,Forest with shrub,100,Forest,Vesta,3.74,3,3.5,3.1,11,0,6,5,4.5,26.5,4.1,0,0.1,0.3,6,10.5,0.15,0.2,0.25,0.25,1,0.15,25,1.5,20,0.3,,,,3.5,1,,5,0,,,
3007,Forest herb-rich,100,Forest,Vesta,3.24,2.78,3,3.1,11,0,1.8,5,4.5,22.3,3.2,0,0.1,0.3,6,9.6,0.25,0.2,0.2,0.25,1,0.25,25,1.5,20,0.3,,,,3,1,,5,0,,,
3008,Dry Open Forest shrub/herbs,100,Forest,Vesta,2.7,2.31,3,2,8.7,0,1.8,1.8,4.5,16.8,3.2,0,0.1,0.5,6,9.8,0.4,0.2,0.35,0.35,1,0.4,25,1.5,20,0.3,,,,3,0,,3,0,,,
3009,Woodland Grass/Herb-rich,100,Forest,Vesta,2.4,2.06,2.5,2.2,7.4,0,0.8,2.4,4.5,15.1,1.7,0,0.1,0,6,7.8,0.25,0.2,0.2,0.2,1,0.25,25,1.5,20,0.3,,,,2.5,0,,5,0,,,
3010,Sparse shrubland,600,Heath,Heathland,,,,,5.8,0,0.4,0,,6.2,1.2,0,0,0,,1.2,0.25,0,0.2,0,,0.25,,1.3,,,,,0.67,1.8,0,,2,0,,,
3011,Wet Forest shrub & wiregrass,150,Wet_forest,Vesta,4,3,4,4,11,0,6,5,8,30,3.5,0,0.1,0.8,8,12.4,0.31,0.2,0.3,0.2,1,0.31,25,1.5,40,0.3,,,,4.5,1,,5,1,,,
3012,Damp Forest  shrub,150,Wet_forest,Vesta,3.84,3,3.76,4,11,0,6,5,8,30,4.1,0,0.1,0.1,8,12.3,0.67,0.2,0.25,0.25,1,0.67,25,1.5,20,0.3,,,,4,1,,5,1,,,
3013,Riparian Forest shrub,150,Wet_forest,Vesta,3.5,3,3.24,3.2,11,0,4.5,5,8,28.5,2.6,0,0.1,0.3,8,11,0.2,0.2,0.15,0.12,1,0.2,25,1.5,20,0.3,,,,5,1,,5,0,,,
3014,Riparian shrubland,650,Wet_heath,Heathland,,,,,9.1,0,4.5,0,,13.6,2.6,0,0.1,0,,2.7,0.2,0,0.25,0,,0.2,,1.3,,,,,0.67,2.5,0,,4,0,,,
3015,Rainforest,150,Wet_forest,Vesta,2.8,2.4,2,1,9.1,0,0.4,0.3,8,17.8,2.6,0,0.1,0.1,8,10.8,0.2,0.2,0.35,0.25,1,0.2,25,1.5,20,0.3,,,,5,0,,2,0,,,
3016,High Elevation Grassland,800,Grass,Grassland,,,,,8.7,,,,,8.7,1,,,,,1,0.67,0,0,0,,0.67,,,,,,,,,,,2,0,,,
3017,High Elevation Shrubland/Heath,600,Heath,Heathland,,,,,6.6,0,6,0,,12.6,1.5,0,0.1,0,,1.6,0.1,0,0.25,0,,0.1,,1.3,,,,,0.67,1.5,0,,4,0,,,
3018,High Elevation Woodland shrub,100,Forest,Vesta,3,2.57,3.26,2,10.1,0,3.6,1.8,4.5,20,2.6,0,0.1,0.1,6,8.8,0.2,0.2,0.15,0.25,1,0.2,25,1.5,20,0.3,,,,2.5,0,,4,0,,,
3019,High Elevation Woodland grass,100,Forest,Vesta,3.5,3,2,1,11,0,0.4,0.3,4.5,16.2,2.6,0,0.1,0.1,6,8.8,0.25,0.2,0.35,0.25,1,0.25,25,1.5,20,0.3,,,,2.5,0,,3,0,,,
3020,Temperate Grassland / Sedgeland,800,Grass,Grassland,,,,,2,,,,,2,0,,,,,0,1,0,0,0,,1,,,,,,,,,,,1,0,,,
3021,Broombush / Shrubland / Tea-tree,300,Woodland,Savanna,,,,,5.8,0,1.8,0,,7.6,1.2,0,0.1,0,,1.3,0.25,0,0.35,0,,0.25,,,,,,0.5,,2,,,2,0,,,
3022,Woodland bracken/shrubby,100,Forest,Vesta,3.5,3,3.49,2,11,0,6,1.8,4.5,23.3,2.6,0,0.1,0.3,6,9,0.25,0.2,0.25,0.2,1,0.25,25,1.5,20,0.3,,,,3,0,,5,0,,,
3023,Wet Heath,650,Wet_heath,Heathland,,,,,5.8,0,6,0,,11.8,0,0,0.1,0,,0.1,0.57,0,0.47,0,,0.57,,1.3,,,,,0.67,2,0,,5,0,,,
3024,Dry Heath,600,Heath,Heathland,,,,,5.8,0,6,0,,11.8,2,0,0,0,,2,0.6,0,0.6,0,,0.6,,1.3,,,,,0.67,1.5,0,,5,0,,,
3025,Mallee shrub/heath,500,Mallee,Mallee heath,,,,,7.8,0,5.5,5,1,19.3,0,0,0,0,1,1,0.25,0,0.8,0.3,1,0.25,,,6,,25,,,1.5,1,,5,0,,,
3026,Mallee spinifex,450,Spinifex_woodland,Spinifex,,,,,9.1,0,0.4,0.8,,10.3,0,0,0,0,,0,0.1,0,0.7,0.05,,0.1,,,6,,25,0.5,,1.5,0,1,3,0,,,
3027,Mallee chenopod,310,Acacia_woodland,Savanna,,,,,5.8,0,0.1,0.8,1,7.7,0,0,0,0,1,1,0.3,0,0.25,0.05,1,0.3,,,12,,25,0.5,,2,,,2,0,,,
3028,Woodland Callitris/Belah,310,Acacia_woodland,Savanna,,,,,8.7,0,0.4,0,,9.1,3.2,0,0.1,0,,3.3,0.35,0,0.35,0,,0.35,,,,,,0.5,,2.5,,,2,0,,,
3029,Ephemeral grass/sedge/herbs,750,Low_wetland,Grassland,,,,,11,,,,,11,2.6,,,,,2.6,0.25,0,0,0,,0.25,,,,,,,,,,,3,0,,,
3031,Dry Closed Shrubland,600,Heath,Heathland,,,,,5.8,0,6,1.8,,13.6,0.5,0,0.1,0,,0.6,0.2,0,0.35,0.15,,0.2,,1.3,,,,,0.67,4,0,,4,0,,,
3032,Wet Forest with rainforest understorey,150,Wet_forest,Vesta,3.5,3,2,4,11,0,0.4,5,8,24.4,4.1,0,0,0.8,8,12.9,0.4,0.2,0.25,0.2,1,0.4,25,1.5,40,0.3,,,,4.5,1,,5,1,,,
3033,Swamp Forest,150,Wet_forest,Vesta,1,0.86,1.5,1.2,2.6,0,0.1,0.5,8,11.2,0,0,0,0,8,8,0.25,0.2,0.35,0.15,1,0.25,25,1.5,20,0.3,,,,4,0,,1,0,,,
3034,Wet herbland,750,Low_wetland,Grassland,,,,,4.4,,,,,4.4,1.5,,,,,1.5,0.6,0,0,0,,0.6,,,,,,,,,,,2,0,,,
3035,Wet Scrub,650,Wet_heath,Heathland,,,,,7.8,0,6,1.8,,15.6,2.6,0,0.1,0,,2.7,0.35,0,0.5,0.15,,0.35,,1.3,,,,,0.67,1.5,0,,5,0,,,
3036,Alpine Herbland,750,Low_wetland,Grassland,,,,,5.8,,,,,5.8,1.2,,,,,1.2,0.2,0,0,0,,0.2,,,,,,,,,,,2,0,,,
3037,Wet Herbland,750,Low_wetland,Grassland,,,,,2.6,,,,,2.6,0,,,,,0,0.7,0,0,0,,0.7,,,,,,,,,,,1,0,,,
3038,Mangroves / Aquatic Herbs,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
3039,Savanna grasslands,300,Woodland,Savanna,,,,,10.1,0,0.4,0.1,,10.6,1.2,0,0,0,,1.2,0.6,0,0.2,0.15,,0.6,,,,,,0.5,,2,,,2,0,,,
3040,Semi-mesic Sclerophyll forest,150,Wet_forest,Vesta,3.5,3,3,3,11,0,1.8,5,8,25.8,1.2,0,0,0.1,8,9.3,0.6,0.2,0.3,0.15,1,0.6,25,1.5,40,0.3,,,,3.5,1,,5,1,,,
3041,Gum Woodland heath/shrub,100,Forest,Vesta,3,2.57,3,1,10.1,0,1.8,0.3,4.5,16.7,1.2,0,0,0.1,6,7.3,0.4,0.2,0.3,0.2,1,0.4,25,1.5,20,0.3,,,,2.5,0,,3,0,,,
3043,Gum Woodland grass/herbs,100,Forest,Vesta,3,2.57,2,1,10.1,0,0.4,0.3,4.5,15.3,1.2,0,0,0.1,6,7.3,0.6,0.2,0.2,0.2,1,0.6,25,1.5,20,0.3,,,,2.5,0,,2,0,,,
3045,Dry Forest shrubs,100,Forest,Vesta,3.5,3,3,3,11,0,1.8,5,4.5,22.3,2,0,0,0,6,8,0.15,0.2,0.1,0.15,1,0.15,25,1.5,20,0.3,,,,3.5,1,,5,0,,,
3046,Eaten Out Grass,800,Grass,Grassland,,,,,1,,,,,1,0,,,,,0,1,0,0,0,,1,,,,,,,,,,,1,0,,,
3047,Non-Combustible,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
3048,MalleeDryHeath,500,Mallee,Mallee heath,,,,,5.8,0,6,0,1,12.8,0,0,0,0,1,1,0.6,0,0.6,0,1,0.6,,,6,,25,,,1.5,0,,5,0,,,
3049,Mallee Shrub/heath (costata),500,Mallee,Mallee heath,,,,,7.8,0,5.5,5,1,19.3,0,0,0,0,1,1,0.25,0,0.8,0.3,1,0.25,,,6,,25,,,1.5,1,,5,0,,,
3050,Mallee Spinifex (costata),450,Spinifex_woodland,Spinifex,,,,,9.1,0,0.4,5,,14.5,0,0,0,0,,0,0.1,0,0.7,0.15,,0.1,,,6,,25,0.5,,1.5,1,1,4,0,,,
3051,Mallee Shrub/Heath (discontinuous),500,Mallee,Mallee heath,,,,,7.8,0,5.5,5,1,19.3,0,0,0,0,1,1,0.25,0,0.8,0.3,1,0.25,,,6,,25,,,1.5,1,,5,0,,,
3097,Orchard / Vineyard,350,Woody_horticulture,Savanna,,,,,2.9,0,0,0,,2.9,0.2,0,0,0,,0.2,0.8,0,0,0,,0.8,,,,,,0.6,,1.5,,,2,0,,,
3098,Softwood Plantation,200,Pine,Pine,,,,,11,0,1.8,0.3,,13.1,1.7,0,0.1,0,,1.8,0.6,0,0.2,0.34,,0.6,,,,,,,,4.5,0,,4,0,,,
3099,Hardwood Plantation,100,Forest,Vesta,3.24,2.78,1,3,11,0,0.1,5,8,24.1,1.7,0,0,0,8,9.7,0.6,0.2,0.5,0.45,1,0.6,25,1.5,20,0.3,,,,4,1,,4,0,,,
3350,Woody_horticulture,350,Woody_horticulture,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,0,,,
3360,Rural,360,Rural,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,0,,,
3370,Urban,370,Urban,Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1,0,,,
3810,Pasture,810,Pasture,Grassland,,,,,3,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,1,0,,,
3820,Crop,820,Crop,Grassland,,,,,5,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,2,0,,,
3830,Horticulture,830,Horticulture,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
3900,Non_combustible,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
3950,Built_up,950,Built_up,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
7101,Dry forest with shrub,100,Forest,Vesta,3.8,3,,,11,0,4.6,5,4.5,27.9,0,0,0,0,0,0,0.15,0.2,0.1,0.25,0,0.15,25,1.5,20,0.3,,,,3.5,1,,5,0,,,
7102,Dry High Elevation Woodland shrub,100,Forest,Vesta,3,2.6,,,10.1,0,3.6,1.8,4.5,20,0,0,0,0,0,0,0.2,0.2,0.15,0.25,0,0.2,25,1.5,20,0.3,,,,2.5,0,,4,0,,,
7103,Dry Open Forest shrub/herbs,100,Forest,Vesta,2.7,2.3,,,8.5,0,2,1.8,4.5,16.8,0,0,0,0,0,0,0.4,0.2,0.8,0.35,0,0.4,25,1.5,20,0.3,,,,3,0,,3,0,,,
7104,Forest herb-rich,100,Forest,Vesta,3.2,2.8,,,10.5,0,3.2,5,4.5,23.2,0,0,0,0,0,0,0.25,0.2,0.45,0.25,0,0.25,25,1.5,20,0.3,,,,3,1,,5,0,,,
7105,Moist Woodland,100,Forest,Vesta,3.5,3,,,11,0,6,5,4.5,26.5,0,0,0,0,0,0,0.2,0.2,0.15,0.25,0,0.2,25,1.5,20,0.3,,,,3,1,,5,0,,,
7106,Woodland Callitris/Belah,100,Forest,Vesta,2.7,2.3,,,10.8,0,1.5,0,4.5,16.8,0,0,0,0,0,0,0.35,0.2,0.8,0,0,0.35,25,1.5,20,0.3,,,,2.5,0,,2,0,,,
7107,Woodland Grass/Herb-rich,100,Forest,Vesta,2.4,2.1,,,11,0,1.8,2.4,4.5,36.3,0,0,0,0,0,0,0.25,0.2,1.6,0.2,0,0.25,25,1.5,20,0.3,,,,2.5,0,,5,0,,,
7151,Rainforest,150,Wet_forest,Vesta,2.8,2.4,,,9.1,0,0.4,0.3,8,17.8,0,0,0,0,0,0,0.2,0.2,0.35,0.25,0,0.2,25,1.5,40,0.3,,,,5,0,,2,0,,,
7152,Wet Forest with rainforest understorey,150,Wet_forest,Vesta,3.5,3,,,11,0,0.4,5,8,24.4,0,0,0,0,0,0,0.4,0.2,0.25,0.2,0,0.4,25,1.5,40,0.3,,,,4.5,1,,5,1,,,
7153,Wet Forest with shrub,150,Wet_forest,Vesta,3.8,3,,,11,0,6,5,8,30,0,0,0,0,0,0,0.15,0.2,0.25,0.25,0,0.15,25,1.5,40,0.3,,,,4.5,1,,5,1,,,
7154,Wet Forest shrub & wiregrass,150,Wet_forest,Vesta,4,3,,,11,0,6,5,8,30,0,0,0,0,0,0,0.31,0.2,0.3,0.2,0,0.31,25,1.5,40,0.3,,,,4.5,1,,5,1,,,
7155,Wet High Elevation Woodland shrub,150,Wet_forest,Vesta,3,2.6,,,10.1,0,3.6,1.8,8,23.5,0,0,0,0,0,0,0.2,0.2,0.15,0.25,0,0.2,25,1.5,20,0.3,,,,4,0,,4,1,,,
7156,Damp Forest with shrub,150,Wet_forest,Vesta,3.8,3,,,11,0,6,5,8,30,0,0,0,0,0,0,0.67,0.2,0.25,0.25,0,0.67,25,1.5,20,0.3,,,,4,1,,5,1,,,
7157,Swamp Forest,150,Wet_forest,Vesta,1,0.9,,,2.6,0,0.1,0.5,8,11.2,0,0,0,0,0,0,0.25,0.2,0.35,0.15,0,0.25,25,1.5,20,0.3,,,,4,0,,1,0,,,
7158,Swamp Closed Shrubland,150,Wet_forest,Vesta,2,1.7,,,5.8,0,6,1.8,8,21.6,0,0,0,0,0,0,0.2,0.2,0.35,0.15,0,0.2,25,1.5,20,0.3,,,,4,0,,4,0,,,
7159,Riparian shrubland,150,Wet_forest,Vesta,2.8,2.4,,,9.1,0,4.5,0,8,21.6,0,0,0,0,0,0,0.2,0.2,0.25,0,0,0.2,25,1.5,20,0.3,,,,2.5,0,,4,0,,,
7160,Plantation Hardwood,100,Forest,Vesta,3.2,2.8,,,11,0,0,0,0,19,0,0,0,0,0,0,0.6,0.2,0,0,0,1,20,1.5,20,0.3,,,,4,1,,4,0,,,
7161,Plantation Hardwood Selective logging,100,Forest,Vesta,2.2,1.9,,,11,0,0,0,0,12.8,0,0,0,0,0,0,0.6,0.2,0,0,0,1,20,1.5,20,0.3,,,,3.5,1,,3,0,,,
7200,Plantation Softwood,200,Pine,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,
7202,Plantation Pine slash,200,Pine,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,
7350,Woody_horticulture,350,Woody_horticulture,Savanna,,,,,,,,,,1.6,,,,,,0,,,,,,1,,,,,,0.5,,,,,2,0,,,
7360,Rural,360,Rural,Savanna,,,,,,,,,,3.2,,,,,,0,,,,,,1,,,,,,0.5,,,,,2,0,,,
7370,Residential,370,Urban,Savanna,,,,,,,,,,1.1,,,,,,0,,,,,,1,,,,,,0.5,,,,,1,0,,,
7601,Alpine heath,600,Heath,Heathland,,,,,,,,,,5.9,,,,,,0,,,,,,0.95,,0.5,0,,0,,0.67,,,,4,0,,,
7602,Low Heath,600,Heath,Heathland,,,,,,,,,,5.9,,,,,,0,,,,,,1,,0.5,0,,0,,0.67,,,,2,0,,,
7603,Medium Heath,600,Heath,Heathland,,,,,,,,,,11.8,,,,,,0,,,,,,0.6,,1.5,0,,0,,0.67,,,,5,0,,,
7604,Tall Heath Scrub,600,Heath,Heathland,,,,,,,,,,13.6,,,,,,0,,,,,,0.2,,3.5,0,,0,,0.67,,,,4,0,,,
7605,Woodland Heath,600,Heath,Heathland,,,,,,,,,,22,,,,,,0,,,,,,0.15,,1.5,10,,20,,0.35,,,,2,0,,,
7610,Gorse weed and bracken,600,Heath,Heathland,,,,,,,,,,24,,,,,,0,,,,,,0.3,,3,0,,0,,0.67,,,,5,0,,,
7651,Medium Wet Heath,650,Wet_heath,Heathland,,,,,,,,,,11.8,,,,,,0,,,,,,0.57,,1.5,0,,0,,0.67,,,,5,0,,,
7652,Tall Wet Heath Scrub,650,Wet_heath,Heathland,,,,,,,,,,15.6,,,,,,0,,,,,,0.35,,3.5,0,,0,,0.67,,,,5,0,,,
7701,"Buttongrass low productivity",700,Buttongrass,Buttongrass,,,,,,,,,,11.7,,,,,,0,,,,,,0.106,,,,,,,,,,1,3,0,,,
7702,"Buttongrass moderate productivity",700,Buttongrass,Buttongrass,,,,,,,,,,44.6,,,,,,0,,,,,,0.041,,,,,,,,,,2,3,0,,,
7751,Sedgeland,750,Low_wetland,Grassland,,,,,,,,,,3.2,,,,,,0,,,,,,0.95,,,,,,,,,,,3,0,,,
7752,Alpine sedgeland,750,Low_wetland,Grassland,,,,,,,,,,3.2,,,,,,0,,,,,,0.95,,,,,,,,,,,3,0,,,
7753,Herbland,750,Low_wetland,Grassland,,,,,,,,,,2.6,,,,,,0,,,,,,0.15,,,,,,,,,,,2,0,,,
7800,Grass,800,Grass,Grassland,,,,,,,,,,4.5,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
7801,Native grassland,800,Grass,Grassland,,,,,,,,,,4.5,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
7802,Exotic gassland,800,Grass,Grassland,,,,,,,,,,4.5,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
7803,Plantation 5CG First rotation,800,Grass,Grassland,,,,,,,,,,4.5,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
7810,Pasture,810,Pasture,Grassland,,,,,,,,,,3,,,,,,0,,,,,,1,,,,,,,,,,,1,0,,,
7820,Crop,820,Crop,Grassland,,,,,,,,,,5,,,,,,0,,,,,,1,,,,,,,,,,,2,0,,,
7830,Horticulture,830,Horticulture,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
7900,Non_combustible,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
7901,Non-combustible wetland,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,
7950,Built_up,950,Built_up,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,
